Date,Time Control,White,Black,White Rating,Black Rating,White Country,Black Country,Result,Did Jerry Win?,White Accuracy,Black Accuracy,Jerry Accuracy,Moves,Day_of_Week,Color_Played,Opponent Rating,Did Jerry Win numeric,Opponent Accuracy,Color_Played numeric
2023-03-08,3 min,IlIIlIlIIllIll,Dizzyscar,859,916,United States,United States,Black,Win,56.6,69.9,69.9,26,Wednesday,Black,859,1,56.6,-1
2023-03-08,3 min,SlowLegendaryNoobMaster,Dizzyscar,893,909,India,United States,Black,Win,78,81.7,81.7,66,Wednesday,Black,893,1,78,-1
2023-03-08,3 min,Dizzyscar,MasterWi,901,903,United States,Germany,Black,Loss,73.6,78.2,73.6,28,Wednesday,White,903,0,78.2,1
2023-03-08,3 min,Dizzyscar,GVALVERD,909,958,United States,Spain,Black,Loss,79.6,67.3,79.6,46,Wednesday,White,958,0,67.3,1
2023-03-07,3 min,Dmd005,Dizzyscar,855,916,India,United States,Black,Win,56.9,70.6,70.6,31,Tuesday,Black,855,1,56.9,-1
2023-03-06,3 min,Dizzyscar,KyleSurf,909,959,United States,France,Black,Loss,54.3,66.1,54.3,37,Monday,White,959,0,66.1,1
2023-02-22,3 min,markfruin,Dizzyscar,880,916,International,United States,Black,Win,56.6,61.6,61.6,31,Wednesday,Black,880,1,56.6,-1
2023-02-19,3 min,simonhaleldn,Dizzyscar,877,908,United Kingdom,United States,Black,Win,68,83.8,83.8,15,Sunday,Black,877,1,68,-1
2023-02-15,3 min,siketristan,Dizzyscar,906,900,Philippines,United States,White,Loss,93,78.9,78.9,32,Wednesday,Black,906,0,93,-1
2023-02-15,3 min,Dizzyscar,jonantan10,908,808,United States,Singapore,White,Win,70.2,60.7,70.2,43,Wednesday,White,808,1,60.7,1
2023-02-15,3 min,Dizzyscar,alexknight5,901,855,United States,Chile,White,Win,79.2,81.9,79.2,52,Wednesday,White,855,1,81.9,1
2023-02-15,3 min,Dizzyscar,edilbertojunior,894,917,United States,Brazil,White,Win,49.7,55.5,49.7,33,Wednesday,White,917,1,55.5,1
2023-02-15,3 min,recon77,Dizzyscar,859,885,United States,United States,Black,Win,55.1,72.4,72.4,30,Wednesday,Black,859,1,55.1,-1
2023-02-15,3 min,tcw2020,Dizzyscar,881,869,Brazil,United States,Black,Win,91.1,94.9,94.9,7,Wednesday,Black,881,1,91.1,-1
2023-02-15,3 min,Winner0ne,Dizzyscar,871,860,Iran,United States,White,Loss,70.3,67.8,67.8,35,Wednesday,Black,871,0,70.3,-1
2023-02-15,3 min,Dizzyscar,jad12147,868,859,United States,United States,White,Win,92.3,77.9,92.3,28,Wednesday,White,859,1,77.9,1
2023-02-15,3 min,Dizzyscar,stikys,860,907,United States,New Zealand,Black,Loss,38.3,81.4,38.3,6,Wednesday,White,907,0,81.4,1
2023-02-15,3 min,bob42_000,Dizzyscar,836,867,France,United States,Black,Win,69.5,76.8,76.8,33,Wednesday,Black,836,1,69.5,-1
2023-02-15,10 min,Dizzyscar,ImProbablyBored,1040,652,United States,United States,Black,Loss,41,48.1,41,28,Wednesday,White,652,0,48.1,1
2023-02-15,10 min,ImProbablyBored,Dizzyscar,652,1040,United States,United States,Black,Win,58.8,75.8,75.8,25,Wednesday,Black,652,1,58.8,-1
2023-02-15,3 min,Dizzyscar,Q8ee,859,888,United States,Kuwait,Black,Loss,60.1,71.8,60.1,30,Wednesday,White,888,0,71.8,1
2023-02-15,3 min,AduSkipper,Dizzyscar,858,867,Romania,United States,White,Loss,53.6,45.6,45.6,36,Wednesday,Black,858,0,53.6,-1
2023-02-15,3 min,jjnarvaez,Dizzyscar,885,876,Colombia,United States,White,Loss,81.8,64.4,64.4,26,Wednesday,Black,885,0,81.8,-1
2023-02-15,3 min,Dizzyscar,michaelschell,884,889,United States,United States,White,Win,80.7,63.9,80.7,30,Wednesday,White,889,1,63.9,1
2023-02-15,3 min,Dizzyscar,junie2345,876,841,United States,India,White,Win,70.4,68,70.4,40,Wednesday,White,841,1,68,1
2023-02-15,3 min,ndizzzle64,Dizzyscar,841,868,Australia,United States,Black,Win,54.9,58.7,58.7,38,Wednesday,Black,841,1,54.9,-1
2023-02-15,3 min,iambiswajitdas,Dizzyscar,836,860,India,United States,Black,Win,42.8,46.5,46.5,34,Wednesday,Black,836,1,42.8,-1
2023-02-15,3 min,Dizzyscar,MarosKramar,852,855,United States,Slovakia,White,Win,64.2,35.6,64.2,13,Wednesday,White,855,1,35.6,1
2023-02-12,3 min,Camenietzki,Dizzyscar,824,844,Brazil,United States,White,Loss,85.1,69,69,18,Sunday,Black,824,0,85.1,-1
2023-02-12,3 min,Dizzyscar,menaazmy,853,809,United States,Egypt,White,Win,77.3,60.5,77.3,21,Sunday,White,809,1,60.5,1
2023-02-12,3 min,odziv,Dizzyscar,799,846,Slovenia,United States,Black,Win,63.8,69.2,69.2,30,Sunday,Black,799,1,63.8,-1
2023-02-12,3 min,Dizzyscar,DxrkGod,839,808,United States,France,White,Win,64.1,48.5,64.1,27,Sunday,White,808,1,48.5,1
2023-02-12,3 min,Dizzyscar,yasin_dav,831,839,United States,United States,White,Win,71,61.6,71,28,Sunday,White,839,1,61.6,1
2023-02-12,3 min,chairmansocial,Dizzyscar,790,822,United States,United States,Black,Win,57.1,79.1,79.1,13,Sunday,Black,790,1,57.1,-1
2023-02-12,3 min,Dizzyscar,CHINARG,813,812,United States,Argentina,White,Win,89.7,50.4,89.7,8,Sunday,White,812,1,50.4,1
2023-02-12,3 min,Dizzyscar,grzesiek1980,805,831,United States,United Kingdom,White,Win,64.7,50.6,64.7,28,Sunday,White,831,1,50.6,1
2023-02-09,3 min,miluka1,Dizzyscar,794,796,Hungary,United States,Black,Win,49.9,53.2,53.2,32,Thursday,Black,794,1,49.9,-1
2023-02-09,3 min,kafften,Dizzyscar,785,788,Sweden,United States,White,Loss,70.3,59.6,59.6,38,Thursday,Black,785,0,70.3,-1
2023-02-09,3 min,Dizzyscar,AndrewWangChess,796,767,United States,United States,Black,Loss,57.5,75.4,57.5,10,Thursday,White,767,0,75.4,1
2023-02-09,3 min,ishatvum,Dizzyscar,813,805,India,United States,White,Loss,67.5,59.5,59.5,12,Thursday,Black,813,0,67.5,-1
2023-02-08,3 min,EndOfYou2,Dizzyscar,822,813,Germany,United States,Black,Win,64.4,76.9,76.9,25,Wednesday,Black,822,1,64.4,-1
2023-02-08,3 min,Dizzyscar,gobishangar,804,746,United States,Sri Lanka,White,Win,69,65.1,69,9,Wednesday,White,746,1,65.1,1
2023-02-08,3 min,SaulLeMaik,Dizzyscar,815,797,Mexico,United States,White,Loss,74.4,68.3,68.3,57,Wednesday,Black,815,0,74.4,-1
2023-02-07,3 min,Dizzyscar,Fa6i12,805,818,United States,Germany,Black,Loss,68.5,75.5,68.5,58,Tuesday,White,818,0,75.5,1
2023-02-07,3 min,Dizzyscar,benclarke0,813,813,United States,Australia,Black,Loss,60.9,74.4,60.9,31,Tuesday,White,813,0,74.4,1
2023-01-31,3 min,Rcs28,Dizzyscar,852,821,Brazil,United States,White,Loss,63.9,56.4,56.4,35,Tuesday,Black,852,0,63.9,-1
2023-01-29,3 min,Dizzyscar,shivakailashshambho,829,843,United States,Australia,Black,Loss,51.5,68.2,51.5,14,Sunday,White,843,0,68.2,1
2023-01-28,3 min,Dizzyscar,pouyamodares,837,862,United States,United States,Black,Loss,50.4,46.3,50.4,46,Saturday,White,862,0,46.3,1
2023-01-28,3 min,Tomdizzle,Dizzyscar,815,845,United States,United States,White,Loss,57.2,44.7,44.7,21,Saturday,Black,815,0,57.2,-1
2023-01-25,3 min,Dizzyscar,drgno1,854,800,United States,India,White,Win,64.2,50.1,64.2,20,Wednesday,White,800,1,50.1,1
2023-01-20,1 min,nicolob,Dizzyscar,1081,1052,United States,United States,Black,Win,55,56.6,56.6,39,Friday,Black,1081,1,55,-1
2023-01-08,3 min,toteng31,Dizzyscar,894,847,Australia,United States,White,Loss,78.6,72.2,72.2,67,Sunday,Black,894,0,78.6,-1
2023-01-08,3 min,Dizzyscar,erasmodarotterdam,854,891,United States,Italy,Black,Loss,64.9,76.5,64.9,26,Sunday,White,891,0,76.5,1
2023-01-08,3 min,JCasablancas,Dizzyscar,921,861,United States,United States,White,Loss,67.1,75.6,75.6,58,Sunday,Black,921,0,67.1,-1
2022-12-29,3 min,PaulMiletic,Dizzyscar,848,868,United States,United States,White,Loss,87.3,78.6,78.6,8,Thursday,Black,848,0,87.3,-1
2022-12-24,3 min,GoutamSarath,Dizzyscar,860,877,India,United States,White,Loss,76.8,67.5,67.5,58,Saturday,Black,860,0,76.8,-1
2022-12-24,10 min,Dizzyscar,whattonamemyseIf,1040,1195,United States,United States,White,Win,91.2,61.9,91.2,18,Saturday,White,1195,1,61.9,1
2022-12-24,10 min,Dizzyscar,Guest1548738398,1040,800,United States,International,White,Win,59.8,67.8,59.8,25,Saturday,White,800,1,67.8,1
2022-12-24,3 min,Dizzyscar,Guest1548738398,886,800,United States,International,White,Win,57.7,50.2,57.7,44,Saturday,White,800,1,50.2,1
2022-12-20,3 min,Dizzyscar,henrysilva,886,781,United States,United States,White,Win,51.7,57.6,51.7,53,Tuesday,White,781,1,57.6,1
2022-12-20,3 min,Dizzyscar,kbibek226,880,850,United States,India,White,Win,64,55.4,64,37,Tuesday,White,850,1,55.4,1
2022-12-19,3 min,Dizzyscar,hellomello123,872,807,United States,Germany,White,Win,69.6,66.6,69.6,63,Monday,White,807,1,66.6,1
2022-12-19,3 min,Dizzyscar,kimmykimmy123,865,861,United States,United States,Black,Loss,56.8,68.4,56.8,23,Monday,White,861,0,68.4,1
2022-12-19,3 min,nitesquared,Dizzyscar,925,874,Czech Republic,United States,White,Loss,62,49.5,49.5,35,Monday,Black,925,0,62,-1
2022-12-18,3 min,CDC2006,Dizzyscar,937,881,Spain,United States,White,Loss,72.4,65.2,65.2,39,Sunday,Black,937,0,72.4,-1
2022-12-16,3 min,remloide,Dizzyscar,941,888,Chile,United States,White,Loss,76.5,59,59,9,Friday,Black,941,0,76.5,-1
2022-12-15,3 min,Dizzyscar,yoga88,895,941,United States,United States,Black,Loss,54.7,52.5,54.7,16,Thursday,White,941,0,52.5,1
2022-12-15,3 min,yoga88,Dizzyscar,934,902,United States,United States,White,Loss,69.8,53.9,53.9,29,Thursday,Black,934,0,69.8,-1
2022-12-15,3 min,hayupamprakoso,Dizzyscar,940,910,Indonesia,United States,Black,Win,27,46.3,46.3,5,Thursday,Black,940,1,27,-1
2022-12-15,3 min,juliolins,Dizzyscar,908,901,Brazil,United States,White,Loss,86.1,76.2,76.2,21,Thursday,Black,908,0,86.1,-1
2022-12-15,3 min,Dizzyscar,PughPugh,909,913,United States,United Kingdom,White,Win,63.6,54.6,63.6,41,Thursday,White,913,1,54.6,1
2022-12-15,3 min,Dizzyscar,MrSwAgMcMuFfIn,901,871,United States,United States,Black,Loss,71.8,83.5,71.8,38,Thursday,White,871,0,83.5,1
2022-12-15,3 min,Dizzyscar,RestingParrot,910,855,United States,Sweden,White,Win,64.3,56.3,64.3,23,Thursday,White,855,1,56.3,1
2022-12-15,3 min,Dizzyscar,Fusfus11,903,895,United States,United Kingdom,Black,Loss,56,72.6,56,17,Thursday,White,895,0,72.6,1
2022-12-15,3 min,JohnsPawns,Dizzyscar,938,912,United States,United States,White,Loss,56,45.3,45.3,33,Thursday,Black,938,0,56,-1
2022-12-14,3 min,Dizzyscar,Riteshnatalia,920,937,United States,India,White,Win,63.5,56.4,63.5,36,Wednesday,White,937,1,56.4,1
2022-12-13,3 min,echter_shangxiao,Dizzyscar,911,911,Australia,United States,White,Loss,78.5,73.5,73.5,55,Tuesday,Black,911,0,78.5,-1
2022-12-13,3 min,Dizzyscar,Nothing00011,919,983,United States,India,Black,Loss,58,64.4,58,36,Tuesday,White,983,0,64.4,1
2022-12-13,3 min,675Stagehand,Dizzyscar,897,926,United States,United States,Black,Win,33.5,51,51,9,Tuesday,Black,897,1,33.5,-1
2022-12-13,3 min,Roanhg2,Dizzyscar,995,918,Canada,United States,White,Loss,79.8,76.7,76.7,59,Tuesday,Black,995,0,79.8,-1
2022-12-13,3 min,YaBoiAddy,Dizzyscar,949,925,United States,United States,Black,Win,68.9,81.4,81.4,21,Tuesday,Black,949,1,68.9,-1
2022-12-13,3 min,Dizzyscar,alleb29,916,907,United States,Sweden,Black,Loss,57.7,56,57.7,35,Tuesday,White,907,0,56,1
2022-12-10,10 min,Techolon,Dizzyscar,523,1040,United States,United States,Black,Win,51.2,70.1,70.1,24,Saturday,Black,523,1,51.2,-1
2022-12-10,30 min,Dizzyscar,QuartzWarrior,1040,1405,United States,United States,Draw,Draw,77.3,78.4,77.3,51,Saturday,White,1405,0,78.4,1
2022-12-08,3 min,Dizzyscar,Jack1990hithere,925,992,United States,India,Black,Loss,49.3,65.6,49.3,14,Thursday,White,992,0,65.6,1
2022-12-08,3 min,Dizzyscar,ejs359,932,905,United States,United States,Black,Loss,63.8,78.9,63.8,24,Thursday,White,905,0,78.9,1
2022-12-08,3 min,leonnel,Dizzyscar,977,941,Mexico,United States,White,Loss,70.9,68.9,68.9,34,Thursday,Black,977,0,70.9,-1
2022-12-08,3 min,Dizzyscar,adrienronse,948,944,United States,France,White,Win,83.2,60.1,83.2,18,Thursday,White,944,1,60.1,1
2022-12-08,3 min,maxns1109,Dizzyscar,939,940,United States,United States,White,Loss,94,75.3,75.3,16,Thursday,Black,939,0,94,-1
2022-12-08,3 min,Dizzyscar,AlexKangas,948,986,United States,Sweden,Black,Loss,72.5,79.5,72.5,55,Thursday,White,986,0,79.5,1
2022-12-08,3 min,maxime_lavech,Dizzyscar,909,955,France,United States,Black,Win,74.6,84.4,84.4,15,Thursday,Black,909,1,74.6,-1
2022-12-08,3 min,Dizzyscar,Asantucci,948,959,United States,Canada,White,Win,69.4,54.4,69.4,15,Thursday,White,959,1,54.4,1
2022-12-08,3 min,Dizzyscar,rabeanaser,939,945,United States,Israel,White,Win,65.5,51.1,65.5,14,Thursday,White,945,1,51.1,1
2022-12-08,3 min,JackpotJossey,Dizzyscar,944,930,United States,United States,Black,Win,66.3,68.1,68.1,49,Thursday,Black,944,1,66.3,-1
2022-12-08,3 min,begineer26,Dizzyscar,873,921,United States,United States,White,Loss,83.7,64.2,64.2,17,Thursday,Black,873,0,83.7,-1
2022-12-08,3 min,ApplezPwnAll,Dizzyscar,926,930,Australia,United States,Black,Win,59.5,69.9,69.9,15,Thursday,Black,926,1,59.5,-1
2022-12-08,3 min,Dizzyscar,Captain_10,922,897,United States,Italy,White,Win,74.1,58.6,74.1,16,Thursday,White,897,1,58.6,1
2022-12-04,3 min,Dizzyscar,jesusaparcana,914,863,United States,Peru,White,Win,67.5,64.6,67.5,64,Sunday,White,863,1,64.6,1
2022-12-04,3 min,Dizzyscar,nuton,907,956,United States,Spain,Black,Loss,67.1,100,67.1,13,Sunday,White,956,0,100,1
2022-12-04,3 min,EstebanBojorquez,Dizzyscar,860,914,Mexico,United States,Black,Win,70.9,77.9,77.9,44,Sunday,Black,860,1,70.9,-1
2022-12-02,1 min,Dizzyscar,shadowstorm007,1041,1073,United States,United Kingdom,White,Win,48.4,48.9,48.4,34,Friday,White,1073,1,48.9,1
2022-12-02,1 min,soulartek,Dizzyscar,1041,1032,United States,United States,White,Loss,59.4,62.1,62.1,21,Friday,Black,1041,0,59.4,-1
2022-12-02,3 min,Dizzyscar,ArnavGill129,907,894,United States,Canada,Draw,Draw,73.1,68.3,73.1,59,Friday,White,894,0,68.3,1
2022-12-02,3 min,Dizzyscar,thatloliwaslegal,907,868,United States,Spain,White,Win,76.3,75,76.3,19,Friday,White,868,1,75,1
2022-12-02,3 min,Macdaddy6942069,Dizzyscar,808,900,Greece,United States,Black,Win,62.8,71.4,71.4,18,Friday,Black,808,1,62.8,-1
2022-12-02,3 min,LordElboon,Dizzyscar,913,894,Ecuador,United States,Black,Win,92.5,88.4,88.4,10,Friday,Black,913,1,92.5,-1
2022-12-02,3 min,vladimirkukic,Dizzyscar,943,885,Serbia,United States,White,Loss,79.6,75.9,75.9,67,Friday,Black,943,0,79.6,-1
2022-12-01,3 min,Dizzyscar,XXTJONXX,892,895,United States,Netherlands,White,Win,95.6,72.5,95.6,12,Thursday,White,895,1,72.5,1
2022-12-01,3 min,NormalBullet,Dizzyscar,936,884,Sweden,United States,Draw,Draw,79.6,77.7,77.7,59,Thursday,Black,936,0,79.6,-1
2022-12-01,3 min,Dizzyscar,NASSER890,883,916,United States,Saudi Arabia,Black,Loss,65.2,72.9,65.2,25,Thursday,White,916,0,72.9,1
2022-12-01,3 min,Dizzyscar,haldataure,891,886,United States,Argentina,White,Win,56.7,43.8,56.7,27,Thursday,White,886,1,43.8,1
2022-11-29,3 min,Dizzyscar,grandirdanssoncoeur,883,911,United States,France,White,Win,95,73.3,95,16,Tuesday,White,911,1,73.3,1
2022-11-29,3 min,dapeguy,Dizzyscar,905,874,United States,United States,Black,Win,63.1,74.5,74.5,22,Tuesday,Black,905,1,63.1,-1
2022-11-29,3 min,medupa007,Dizzyscar,900,865,Romania,United States,White,Loss,82.3,72.6,72.6,36,Tuesday,Black,900,0,82.3,-1
2022-11-29,3 min,PitLusa,Dizzyscar,887,873,International,United States,Black,Win,65.3,67.6,67.6,44,Tuesday,Black,887,1,65.3,-1
2022-11-29,3 min,Dizzyscar,manfulaz,864,891,United States,United States,Black,Loss,53.4,59.8,53.4,29,Tuesday,White,891,0,59.8,1
2022-11-27,1 min,elalbert0,Dizzyscar,1081,1040,Mexico,United States,White,Loss,84.8,69.9,69.9,9,Sunday,Black,1081,0,84.8,-1
2022-11-27,1 min,wang2107,Dizzyscar,1062,1047,United States,United States,White,Loss,82.7,77.3,77.3,44,Sunday,Black,1062,0,82.7,-1
2022-11-27,1 min,Dizzyscar,Didymos8,1055,1082,United States,Poland,White,Win,65.5,93.3,65.5,8,Sunday,White,1082,1,93.3,1
2022-11-26,1 min,Dizzyscar,ptt87,1046,1049,United States,United States,Black,Loss,68.1,72.5,68.1,26,Saturday,White,1049,0,72.5,1
2022-11-25,3 min,moonstank,Dizzyscar,827,872,Canada,United States,Black,Win,71.3,77.6,77.6,27,Friday,Black,827,1,71.3,-1
2022-11-23,3 min,Dizzyscar,KaranaMan,865,881,United States,Australia,Black,Loss,73.7,87.9,73.7,22,Wednesday,White,881,0,87.9,1
2022-11-22,3 min,Dizzyscar,Sambhu_1807,873,884,United States,India,White,Win,66.9,71.6,66.9,37,Tuesday,White,884,1,71.6,1
2022-11-21,3 min,gonzalorth,Dizzyscar,808,864,Chile,United States,Black,Win,51.5,43.3,43.3,34,Monday,Black,808,1,51.5,-1
2022-11-20,3 min,Skofiii,Dizzyscar,829,865,Slovakia,United States,Black,Win,54.8,57,57,60,Sunday,Black,829,1,54.8,-1
2022-11-19,3 min,Dizzyscar,ricksrseibert,857,877,United States,United States,Black,Loss,56.2,61.1,56.2,16,Saturday,White,877,0,61.1,1
2022-11-19,3 min,Sam0321,Dizzyscar,828,865,Kosovo,United States,Black,Win,58.4,52,52,75,Saturday,Black,828,1,58.4,-1
2022-11-18,3 min,jstattz83,Dizzyscar,901,858,Cape Verde,United States,White,Loss,66.1,76.1,76.1,51,Friday,Black,901,0,66.1,-1
2022-11-17,3 min,ShahR47,Dizzyscar,857,872,Canada,United States,Black,Win,62.6,65.5,65.5,50,Thursday,Black,857,1,62.6,-1
2022-11-16,3 min,sarangzawar,Dizzyscar,831,864,India,United States,Black,Win,61.3,75.9,75.9,33,Wednesday,Black,831,1,61.3,-1
2022-11-16,3 min,Dizzyscar,Venkat33_1,856,864,United States,India,White,Win,75.4,62.8,75.4,21,Wednesday,White,864,1,62.8,1
2022-11-14,3 min,Lucasontour,Dizzyscar,853,847,Serbia,United States,White,Loss,60.6,51.9,51.9,25,Monday,Black,853,0,60.6,-1
2022-11-14,3 min,Dizzyscar,AlphaWolfZee,855,891,United States,United States,Black,Loss,55.2,51.1,55.2,49,Monday,White,891,0,51.1,1
2022-11-13,3 min,Knights_Move_Backwards,Dizzyscar,878,863,Albania,United States,White,Loss,74.7,56.7,56.7,8,Sunday,Black,878,0,74.7,-1
2022-11-13,3 min,Dizzyscar,natepo,871,861,United States,United Kingdom,White,Win,72.5,51.3,72.5,16,Sunday,White,861,1,51.3,1
2022-11-12,3 min,Dizzyscar,lexecuteurr,863,928,United States,France,Black,Loss,57.3,43.8,57.3,13,Saturday,White,928,0,43.8,1
2022-11-12,3 min,Onasis9,Dizzyscar,886,870,Honduras,United States,White,Loss,93.6,75.1,75.1,19,Saturday,Black,886,0,93.6,-1
2022-11-12,3 min,Dizzyscar,Buckabug,878,921,United States,Canada,Black,Loss,74.2,83.9,74.2,52,Saturday,White,921,0,83.9,1
2022-11-11,3 min,Samueltarly,Dizzyscar,921,885,Panama,United States,White,Loss,80.9,56.7,56.7,26,Friday,Black,921,0,80.9,-1
2022-11-11,3 min,DubonYaar,Dizzyscar,901,892,Israel,United States,White,Loss,81.1,80.9,80.9,52,Friday,Black,901,0,81.1,-1
2022-11-11,1 min,Dizzyscar,RossRud,1054,1078,United States,Ukraine,Black,Loss,58.5,60.8,58.5,19,Friday,White,1078,0,60.8,1
2022-11-11,3 min,Almirfide,Dizzyscar,906,900,Brazil,United States,Black,Win,75.8,100,100,7,Friday,Black,906,1,75.8,-1
2022-11-11,3 min,Dizzyscar,PepsiConnoisseur,891,877,United States,Poland,White,Win,90.5,76.5,90.5,14,Friday,White,877,1,76.5,1
2022-11-10,3 min,istinkgoeasy,Dizzyscar,908,883,United States,United States,White,Loss,75,63.3,63.3,19,Thursday,Black,908,0,75,-1
2022-11-10,3 min,Heisengrimes,Dizzyscar,963,891,Brazil,United States,White,Loss,51,34.8,34.8,31,Thursday,Black,963,0,51,-1
2022-11-10,3 min,Dizzyscar,ILoseAtChessEveryTime,898,871,United States,New Zealand,White,Win,88.5,73,88.5,39,Thursday,White,871,1,73,1
2022-11-10,3 min,Dizzyscar,TFK1982,890,855,United States,Romania,White,Win,67.6,73.7,67.6,35,Thursday,White,855,1,73.7,1
2022-11-10,3 min,Abalix,Dizzyscar,924,882,France,United States,White,Loss,68.7,55.9,55.9,23,Thursday,Black,924,0,68.7,-1
2022-11-09,3 min,Dizzyscar,SellStone,889,897,United States,Philippines,White,Win,100,60.6,100,8,Wednesday,White,897,1,60.6,1
2022-11-09,3 min,Mihail300,Dizzyscar,904,880,Romania,United States,Black,Win,72.8,73.8,73.8,30,Wednesday,Black,904,1,72.8,-1
2022-11-09,3 min,Dizzyscar,PolskiArturSzmato,871,852,United States,Poland,Draw,Draw,52.9,54.9,52.9,28,Wednesday,White,852,0,54.9,1
2022-11-09,3 min,Adorhil,Dizzyscar,891,871,Poland,United States,Black,Win,77.3,88,88,31,Wednesday,Black,891,1,77.3,-1
2022-11-09,3 min,Dizzyscar,Dada360,862,822,United States,India,White,Win,47.7,50.1,47.7,20,Wednesday,White,822,1,50.1,1
2022-11-09,3 min,Sagithiyan1,Dizzyscar,801,855,India,United States,Black,Win,70.9,66.8,66.8,41,Wednesday,Black,801,1,70.9,-1
2022-11-09,3 min,Dizzyscar,profeysinil-adem,848,793,United States,Türkiye,White,Win,75.5,58,75.5,13,Wednesday,White,793,1,58,1
2022-11-09,3 min,alpeshgajjar71yhaoo,Dizzyscar,868,841,India,United States,Black,Win,79,93.4,93.4,29,Wednesday,Black,868,1,79,-1
2022-11-08,3 min,Dizzyscar,Tuca-Tuca,840,797,United States,Italy,White,Win,79.6,69.8,79.6,21,Tuesday,White,797,1,69.8,1
2022-11-07,3 min,Dizzyscar,HighwayEncounterPat,833,737,United States,South Korea,White,Win,65.1,61,65.1,23,Monday,White,737,1,61,1
2022-11-07,3 min,MicoloRudino,Dizzyscar,882,827,Ukraine,United States,White,Loss,73.8,69,69,43,Monday,Black,882,0,73.8,-1
2022-11-07,3 min,Dizzyscar,SAVAGEx12,834,796,United States,United States,White,Win,88.3,70.4,88.3,28,Monday,White,796,1,70.4,1
2022-11-07,3 min,Dizzyscar,sriramvb,827,836,United States,United States,White,Win,77.1,81.6,77.1,29,Monday,White,836,1,81.6,1
2022-11-06,3 min,beans22,Dizzyscar,819,818,United States,United States,Black,Win,74.5,78.1,78.1,26,Sunday,Black,819,1,74.5,-1
2022-11-06,3 min,rlheureux,Dizzyscar,838,810,United States,United States,White,Loss,79.5,49.5,49.5,13,Sunday,Black,838,0,79.5,-1
2022-11-06,3 min,Dizzyscar,Kanakanaka77,818,710,United States,United States,White,Win,79.7,71.3,79.7,56,Sunday,White,710,1,71.3,1
2022-11-06,3 min,Dizzyscar,avi304,812,745,United States,United States,White,Win,70.3,61.3,70.3,31,Sunday,White,745,1,61.3,1
2022-11-05,3 min,gastonalmada2409,Dizzyscar,830,805,Argentina,United States,White,Loss,76.9,71,71,32,Saturday,Black,830,0,76.9,-1
2022-11-05,3 min,eyeofminerva,Dizzyscar,798,813,United States,United States,White,Loss,71.2,76.6,76.6,45,Saturday,Black,798,0,71.2,-1
2022-11-05,3 min,Homodrill,Dizzyscar,837,822,Azerbaijan,United States,Black,Win,54.9,60.3,60.3,23,Saturday,Black,837,1,54.9,-1
2022-11-05,3 min,Dizzyscar,Resilience5,813,829,United States,El Salvador,White,Win,88.2,71.4,88.2,26,Saturday,White,829,1,71.4,1
2022-11-05,3 min,Dizzyscar,DeaconSteve,804,800,United States,United States,Black,Loss,62.5,70.5,62.5,16,Saturday,White,800,0,70.5,1
2022-11-05,3 min,Dizzyscar,paarthm,813,766,United States,Canada,White,Win,88.8,76,88.8,24,Saturday,White,766,1,76,1
2022-11-05,3 min,thiagottavares,Dizzyscar,814,806,Brazil,United States,White,Loss,73.7,55.9,55.9,12,Saturday,Black,814,0,73.7,-1
2022-11-04,3 min,Dizzyscar,Anil1810,814,851,United States,India,White,Win,80.7,73.9,80.7,45,Friday,White,851,1,73.9,1
2022-11-04,3 min,Anil1810,Dizzyscar,860,805,India,United States,Black,Win,85.1,82.9,82.9,55,Friday,Black,860,1,85.1,-1
